friend1,friend2
Libe379,Leize199
Hugo922,Eneko858
Libe379,Alain116
Martina726,Elaia468
David613,Thiago995
Vera489,Kattalin804
Aimar926,Samuel594
Vera489,Izan704
Unax899,Thiago157
Anne439,Laida790
Anne389,Marcos588
Nora582,Jon394
Asier281,Unai650
Hugo931,Manex135
Xare691,Unai650
Nikole861,Eder963
Amaia875,Anne389
Nikole861,Leire641
Nerea432,Jon394
Amir106,Irene195
Alex46,Manex969
Alaia431,Alejandro692
Garazi411,Ariane194
Eder956,Mariam39
Alaia431,Irene195
Unai592,Thiago110
Inar433,Ekain72
Unai650,Eneko858
Vega640,Maddi135
Sofia48,Nikole419
Vega640,Eneko858
Mario890,Arhane646
Mario451,Eneko975
Aitor324,Izan704
Adrián177,Izan704
Nora492,Samuel594
Chloe985,Aimar875
Hugo931,Alejandro558
Andrea292,Maddi135
Eneko975,Libe379
Thiago157,Fatima741
Laida597,Elene17
Mariam39,Samuel594
Aitana761,Izar231
Ainhoa919,Luka862
Maddi135,Eder963
Anne389,Enzo979
Nerea432,Vera489
Mikel377,Maia798
Marcos588,Kattalin804
Nikole861,Libe379
Aimar926,Mario890
Alaia431,Anne389
Marcos588,Iria263
Eneko654,Daniel494
Alejandro558,Sofia48
Mariam39,Eder963
Laida296,Thiago995
Alejandro275,Thiago995
Ander87,Enzo979
Unai592,Manex57
Sofia905,Ekain72
Marcos588,Izan704
Ilargi203,Samuel618
Alex46,Gabriela839
Aitor324,Eneko975
Nikole861,Mara662
Manex135,Leize83
Anne439,Anne389
Mara662,Elene17
Mohamed938,Valentina401
Leire801,Peio64
Alex46,Izan704
Anne389,Eder280
Laida621,Eneko627
Adur493,Mara662
Sare152,Laida296
Vega908,Sara0
Andrea292,Samuel571
Alvaro484,Inar985
Lara974,Alain116
Eder956,Eneko858
Imran423,Ilargi203
Eneko654,Mateo247
Aimar875,Kattalin804
Eder956,Maddi135
Hugo931,Samuel618
Adrián177,Eneko627
Ainhoa919,June896
Nora986,Sara0
Luken592,Eki960
Ilargi203,Izar231
Lucía194,Lorea462
Mohamed938,Alvaro231
Aimar926,Lorea462
Ibon365,Lur17
Amir106,Vega447
Aimar875,Naroa178
Inar433,Arhane19
Hugo98,Eder280
Ainhoa919,Mario890
Garazi411,Izar231
Aimar875,Thiago995
Valeria385,Aitor324
Gael613,Marcos588
Alain277,Nora840
Adur493,Elaia468
Mario451,Aimar926
Ilargi203,Alex334
Mikel377,Leire641
Valentina401,Vega502
Manex135,Lur17
Eneko654,Lander90
Aimar875,Unai650
Eneko654,Paul641
Nerea432,Ander87
Thiago157,Vera489
Jule461,Alain116
Jule461,Libe461
Ilargi203,Alejandro692
Leire801,Inar985
Marcos863,Ariane194
Unai650,Laida296
Alejandro558,Alain277
Mario451,Arhane646
Aitor125,Nora492
Irene195,Libe461
Libe461,Manex135
Carla533,David613
Imran423,Hugo931
Ekain72,Lara974
Nahia136,Thiago995
Inar433,Thiago552
Arhane646,Unai496
Alejandro558,Mateo247
Elene17,Libe379
Anne439,Nikole861
Mario451,Paul641
Arhane19,Danel808
Manex969,Lur17
Alvaro484,Ekain72
Ibon365,Aitana761
Eneko295,Leize83
Unax899,Alain277
Thiago552,Miren719
Mikel377,Eneko295
Nora492,Lara974
Eneko858,Manex57
Inar259,Iria263
Nora986,Danel808
Nora582,Thiago110
Alvaro484,Alex334
Ibon365,Leire641
Nora582,Amaia875
Mateo247,Nora550
Aimar875,Nikole419
Marcos863,Martina454
Imran423,Eneko858
Sara0,Alejandro275
Leize199,Samuel618
Vega908,Aitana761
Alaia431,Izar231
Leire641,Kattalin804
Nora582,Kattalin804
Nerea432,Iria263
Lander90,Hugo98
Alex334,Ariane194
Chloe985,Nikole419
Adur493,Fatima741
Jare108,Gabriela839
Thiago253,Eneko295
Laida597,Naroa178
Nerea432,Arhane19
Julia440,Sofia48
Unax899,Eneko295
Xare691,Santiago167
Hugo98,Eneko627
Carla533,Fatima741
Peio64,Andrea292
Inar259,Arhane646
Adrián177,Aitana761
Unai496,Sofia48
Ilargi203,Luken592
Mikel660,Peio64
Alejandro692,Elaia468
Bruno164,Irene195
Gael613,Eneko627
Ilargi203,Libe379
Liher153,Gabriela839
Nora550,Izar231
Thiago157,Samuel618
Julia440,Alejandro692
Leize199,Vega502
Unax899,Hugo931
Vega640,Nora550
Alex46,Samuel618
Alaia431,Laida621
Thiago552,June896
Anne389,Samuel618
Xare691,Leize199
Luken592,Alain277
Luka862,Elaia468
Anne389,Vega502
Sofia48,Maia798
Mikel377,Mara662
Imran423,Eder963
Imran423,Ariane194
Valeria385,Ekain72
Eneko858,Nora840
Paul641,Inar985
Inar259,Gabriela839
Alejandro692,Lur17
Izan704,Fatima741
Samuel594,Sofia48
Anne439,Miren719
Vera489,Mateo247
Mikel377,Lorea462
Manex135,Aitana761
Unax626,Samuel618
David613,Samuel594
Inar259,Samuel594
Mario451,Laida790
Alex46,Manex57
Lara974,Samuel571
Thiago157,Valentina401
Amaia875,Samuel571
Ariane194,Martina726
Thiago110,Nora550
Adrián177,Sofia48
Sara0,Laida790
Amir106,Adrián177
Paul641,Luka862
Ariane194,Manex57
Mikel377,Leize83
Aimar926,Leize83
Carla515,Fatima741
Libe461,Fatima741
Manex969,Mateo247
Aimar926,Ekain72
Aitor324,Fatima741
Chloe985,Elaia468
Mario451,Inar259
Mariam39,June896
Alvaro484,Alvaro231
Manex969,Martina454
Ilargi203,Laida790
Hugo931,Leize83
Sofia905,Thiago253
Inar433,Fatima741
Alvaro484,Thiago253
Leire641,Samuel594
Jule461,Nora492
Bruno164,Vega447
Eneko654,Hugo98
Thiago157,Luken592
Sare152,June896
Iria263,Eder280
Ilargi203,Alejandro275
Imran423,Alex46
Anne389,Martina726
Leire801,Luka862
Hugo931,Laida790
Mario451,Valentina401
Mario890,Naroa178
Alex46,Elene17
Alain277,Libe379
Einar260,Eneko295
Mateo247,Inar985
Thiago552,Nora550
Amir106,Alain277
Elene17,Laida790
Eder963,Vega502
Imran423,Mikel377
Samuel594,Laida790
Gael613,Marcos863
Miren719,Thiago110
Sofia48,Libe379
Nora582,Sare152
Marcos863,Laida621
Hugo98,Libe379
Amets627,Marcos863
Valeria385,Laida621
Irene195,Alejandro692
Ariane194,Elene17
Gael613,Valeria385
Irene195,Unax626
Gael613,Laida597
Gael613,Sofia905
Eder956,Martina726
Leire801,Eneko975
Bruno164,Julia440
Inar433,Manex969
Jon394,Eneko627
Unai650,Lucía194
Leire801,Enzo979
Alex46,Aitana761
Mario451,Aimar875
Ainhoa919,Iria263
Amir106,Aimar926
Eki960,Hugo98
Alvaro484,June896
Mohamed938,Unax626
Amets627,Laida597
Daniel494,Ander87
Marcos863,Asier281
Mario451,Oihan29
Inar985,Martina454
Iria263,Lara974
Lander90,Alain277
David613,Aimar875
Nora492,Liher153
Sofia905,Laida621
Mateo247,Lucía194
Liher153,Maia798
Amets627,Eneko975
Aimar926,Thiago253
Arhane766,Vega502
Alex334,Marcos863
Sofia905,Amets627
Imran423,Thiago253
Adrián177,Leize199
Ilargi203,Izan704
Adrián177,Libe379
Mikel377,Aimar926
David613,Sara0
Aitor125,Alain277
Mateo247,Sofia48
Carla533,Mariam39
Sare152,Xare691
Libe461,Samuel571
Mikel377,Jon394
Leire641,Aitana761
Leize83,Fatima741
Jule461,Jare108
Mohamed938,Inar259
Aitana761,Samuel571
Libe461,Danel808
Ekain72,Maddi135
Aitor125,Lara974
Amaia875,Elene17
Thiago552,Aitor324
Unax899,Alvaro484
Gael613,Eki960
Thiago995,Fatima741
Carla533,Izan704
Eneko654,Vera489
Alejandro275,Gabriela839
Carla533,Sare152
Peio64,Asier281
Naroa178,Thiago995
Alejandro558,Eneko627
Alejandro558,Oihan29
Vera489,Vega502
Adrián177,Carla533
Alain277,Ekain72
Naroa178,Santiago167
Valeria385,Inar985
Sofia48,Izar231
Unai496,Elaia468
Mateo247,Luka862
Irene195,Eder280
Hugo922,Ariane194
Liher153,Elaia468
Ander87,Lara974
Mara662,Kattalin804
Nerea432,Laida621
Manex969,Paul641
Eneko654,Eki960
Alaia431,Carla533
Peio64,Marcos863
Anne439,Mateo247
Mariam39,Carla515
Libe461,Libe379
Vega640,Carla533
Xare691,Lur17
Alex334,Eneko627
Alejandro558,Arhane646
Julia440,Jare108
Imran423,June896
Lur17,Laida296
Mario451,Vega502
Peio64,Laida597
Nikole419,Laida790
Mikel660,Ander87
Leire801,Leire641
Hugo931,Alain277
Iria263,Unai650
Ibon365,Danel808
Alvaro484,Laida790
Manex969,Ariane194
Inar433,Sare152
Santiago167,June896
Sofia905,Alvaro231
Ariane194,Samuel571
Sofia905,Vera489
Ibon365,Mara662
Nahia136,Mara662
Nora492,Ariane194
Andrea292,Martina454
June896,Maia798
Manex135,Kattalin804
Hugo931,Carla533
Manex135,Elaia468
Alejandro275,Alain116
Peio64,Alex334
Asier281,Eneko627
Unai592,Jon394
Sara0,Eneko627
Aitor324,Sofia48
Sara0,Alain116
Inar259,Einar260
Maddi135,Lucía194
Hugo98,Liher153
Inar259,Jon394
June896,Thiago995
Alvaro231,Vega502
Anne389,Ariane194
Julia440,Inar259
Alvaro231,Nora840
Luken592,Daniel494
Ibon365,Elaia468
Aitana761,Luka862
Jare108,Einar260
Unai496,Danel808
Nora582,Thiago995
Ekain72,Eneko975
Aitor125,Einar260
Santiago167,Danel808
Nora986,Arhane646
Adur493,Lorea462
Inar433,Samuel571
Valentina401,Luka862
Unax899,Samuel594
Nahia136,David613
Peio64,Valeria385
Vera489,Garazi411
Jare108,Elaia468
Unax899,Vega447
Nora582,Lur17
Chloe985,Sara0
Eder956,Samuel618
Eneko654,Sara0
Andrea292,Mara662
Amaia875,Samuel618
Ekain72,Oihan29
Eder956,Garazi411
Jare108,Aitor324
Amaia875,Thiago552
Eder956,Peio7
Xare691,Lara974
Mikel660,Alvaro231
Aimar926,Aimar875
Mario890,Nora840
Mario451,Lander90
Aitor324,Laida790
Libe461,Nora492
Unax899,Unai650
Nahia136,Alejandro275
Daniel494,Unai592
Carla515,Lorea462
Hugo98,Laida790
Carla533,Aimar926
Vega908,Nora986
Alejandro558,Daniel494
Inar433,Arhane646
Vera489,Eneko627
Nikole861,Enzo979
Luken592,Jon394
Leire801,Samuel571
Lander90,Eki960
Nora582,Unai496
Amir106,Julia440
Inar433,Nora492
Adrián177,Arhane19
Jare108,Izan704
Manex969,Liher153
Marcos588,Alejandro692
Mario890,Manex57
Eder956,Aimar875
Irene195,Leire641
Mario451,Mikel660
Jule461,Manex57
Oihan29,Lucía194
Hugo931,Thiago253
Naroa178,Kattalin804
Mikel377,Mariam39
Nora986,Einar260
Nikole861,Alex334
Alex46,Nora840
Arhane766,Nora840
Mariam39,Thiago253
Ainhoa919,Jon394
Anne389,Garazi411
Mario451,David613
Unax899,Martina454
Imran423,Izan704
Nora986,June896
Eder963,Samuel618
Gael613,David613
Inar433,Einar260
Ilargi203,Thiago253
Bruno164,Eneko975
Leire801,Inar259
Adrián177,Lorea462
Nahia136,Hugo931
Alex46,Ariane194
Garazi411,Liher153
Unax899,Nora840
Alvaro484,Alex46
Arhane646,Eder280
Eneko295,Gabriela839
Imran423,Amaia875
Jule461,Nora840
Imran423,Ander87
Bruno164,Jon394
Adrián177,Jare108
Santiago167,Unax626
Sara0,Oihan29
Nora492,Miren719
Manex135,Martina454
Garazi411,Santiago167
Mariam39,Unai496
Daniel494,Marcos588
Chloe985,Laida621
Irene195,Naroa178
Mohamed938,Nora986
Nora492,Thiago995
Inar433,Manex57
Libe461,Santiago167
Eder956,Nora582
Mario890,Nora492
Laida621,Inar259
Arhane646,Leize83
Alex46,Ander87
Nora582,Carla533
Aitor324,Unax626
Nora492,Unai496
Unax899,Peio7
Thiago253,Arhane646
Miren719,Alain116
Thiago552,Naroa178
Nora492,Elaia468
Mikel660,Arhane766
Ander87,Vega502
Hugo922,Alvaro231
Mariam39,Lara974
Eneko295,Izar231
Carla533,Luken592
Nerea432,Unai650
Marcos588,Vega447
Ilargi203,Alain116
Nikole419,Nora550
Nora986,Inar433
Vega640,Sare152
Asier281,Martina726
Mario451,Maddi135
Luken592,Mara662
Nora492,June896
Eki960,Samuel594
Ander87,Danel808
Anne439,Ariane194
Mario451,Izar231
Vega908,Laida597
Laida597,Martina454
Adur493,Arhane19
Alvaro484,Ilargi203
Eneko654,Sofia48
Alex334,Martina726
Valentina401,Lucía194
Alvaro484,Izan704
Garazi411,Eder963
Ainhoa919,Unai592
Peio7,Manex969
Andrea292,Nora492
Unai592,Eneko295
Thiago253,Laida790
Eneko295,Elaia468
Leire801,David613
Alain277,Gabriela839
Asier281,Samuel618
Vega640,Hugo931
Eneko295,Danel808
Thiago110,Leize199
Alejandro558,Manex57
Manex969,June896
Jule461,Asier281
Ibon365,Adur493
Unai496,Liher153
Amir106,Laida597
Adur493,Manex135
Gael613,Valentina401
Alvaro231,Unai650
Liher153,Nora840
Bruno164,Marcos588
Liher153,Vega502
Alvaro484,Marcos588
Sofia905,Eneko858
Anne439,Irene195
Eki960,Jon394
Vega908,Danel808
Alaia431,Libe379
Aimar926,Sara0
Elene17,Leize199
Nora582,Vega502
Ibon365,Inar259
Sofia48,Nora840
Luken592,Carla515
Garazi411,Jon394
Hugo922,Vega640
Nahia136,Fatima741
Chloe985,Gabriela839
Eneko654,Mario890
Valentina401,Vega447
Eder956,Unai650
Lander90,Daniel494
Chloe985,Nerea432
Aimar926,Alex334
Alex46,Mariam39
Lur17,Paul641
Miren719,Enzo979
Irene195,Liher153
Leize83,Laida790
Chloe985,Arhane19
Unai592,Martina454
Mateo247,Eder963
Imran423,Libe379
Manex135,Maia798
Laida597,Leire641
Nikole861,Alain116
Elene17,Lorea462
Peio7,Thiago253
Manex135,Elene17
Nora550,Eneko627
Amets627,Nerea432
Nora986,Libe379
Liher153,Izan704
Anne439,Alejandro275
Unai650,Luka862
Sare152,Lur17
Paul641,Lucía194
Sare152,Arhane646
Xare691,Nora550
Eder956,Mateo247
Anne439,Vega447
Irene195,Peio64
Unai496,Lorea462
Amir106,Alvaro484
Thiago552,Liher153
Chloe985,Einar260
Adur493,Aitana761
Amaia875,Vega502
Lur17,Eneko627
Alejandro275,Izar231
Alvaro484,Thiago995
Ariane194,Inar985
Garazi411,Hugo98
Alvaro231,Eneko627
Mario451,Eneko654
Nora986,Fatima741
Alain116,Danel808
Unax899,Carla515
Ilargi203,Aimar926
Julia440,Eneko627
Hugo931,Thiago552
Aimar926,Thiago995
Sare152,Lara974
Gael613,Peio7
David613,Thiago253
Anne389,Aitana761
Vera489,Alejandro275
Nora492,Santiago167
Alex46,Thiago157
Unai592,Alejandro692
Einar260,Eki960
Lara974,Vega502
Nora986,Maia798
Eneko654,Einar260
Vega640,Fatima741
Hugo922,Nahia136
Thiago552,Mariam39
Aimar926,Santiago167
Bruno164,Enzo979
Arhane646,Eneko295
Gael613,Aimar875
Mario890,Eneko627
Alvaro484,Gabriela839
Thiago552,Unai650
Peio64,Kattalin804
Hugo922,Thiago552
Thiago552,Ilargi203
Amir106,Samuel594
Mikel377,Alaia431
Alaia431,Amaia875
Arhane766,Thiago110
Vega908,Unai650
Vega640,Nora492
Amets627,Andrea292
Amaia875,Alain277
Thiago157,Einar260
Nahia136,Laida790
Alex46,Samuel571
Aimar926,Laida621
Eder956,Enzo979
Leire801,Nora986
Alvaro231,Kattalin804
Laida296,Danel808
Inar259,Fatima741
Arhane19,Einar260
Irene195,Paul641
Inar433,Eneko654
Alex46,Inar985
Sofia905,Paul641
Hugo922,Ilargi203
Garazi411,Iria263
Mohamed938,Einar260
Ilargi203,Unax626
Marcos588,Eneko295
Unai592,Elene17
Jare108,Lur17
Jule461,Sare152
Anne389,Mariam39
Thiago110,Unax626
Eder956,Miren719
Laida621,Arhane646
Manex57,Luka862
Carla533,Maia798
Vera489,Danel808
Alex334,Samuel571
Carla533,Elene17
Nikole861,Anne389
Unai650,Alain116
Miren719,Thiago995
Lara974,Eder280
Gabriela839,Fatima741
Alaia431,Hugo931
Hugo922,Arhane646
Ibon365,Martina454
Alain277,Maia798
Eki960,Laida790
Thiago552,Leize199
Mateo247,Manex57
Libe461,Nora840
Nora986,Unax626
Peio7,Ekain72
Laida597,Nora492
Miren719,Santiago167
Asier281,Samuel571
Adur493,Libe379
Peio7,Sare152
Hugo931,Ilargi203
Bruno164,Eder963
Amaia875,Ander87
Bruno164,Valeria385
Asier281,Inar985
Leize199,Danel808
Nora986,Thiago157
Alejandro558,Chloe985
Marcos588,Mara662
Amets627,Martina454
Thiago157,Lorea462
Jule461,Alejandro275
Mohamed938,Eneko654
Hugo931,Sare152
Ibon365,Elene17
Laida597,Ekain72
Ariane194,Maia798
Arhane766,Samuel571
Vega640,Aimar926
Thiago157,Izan704
Thiago157,Kattalin804
Unai650,Eneko975
Libe461,Peio64
Ainhoa919,Marcos588
Leize199,Nora840
Alvaro484,Nahia136
Thiago552,Sofia48
Nora550,Lorea462
Aitana761,Nora840
Marcos863,Inar985
Leire801,Asier281
Ilargi203,Sare152
Eki960,Liher153
Eneko858,Inar985
June896,Manex57
Santiago167,Lara974
Nikole861,Iria263
Nahia136,Enzo979
David613,Alain116
Sara0,Libe379
Ainhoa919,Leize199
Lara974,Laida296
Irene195,Ainhoa919
Mariam39,Sare152
Lur17,Thiago995
Amaia875,Martina726
Marcos863,Manex57
Vega908,Luken592
Mohamed938,Aimar875
Jon394,Lorea462
Unai650,Santiago167
Laida790,Izar231
Thiago253,Fatima741
Mario451,Izan704
Alejandro558,Valentina401
Jule461,Aimar875
Imran423,Alex334
Eneko858,Samuel571
Arhane766,Lorea462
Aitor324,Lorea462
Nikole861,Laida621
Samuel594,Eneko627
Amets627,Lucía194
Eneko858,Martina726
Irene195,Lander90
Ekain72,Paul641
Aimar926,Izan704
Manex135,Libe379
Peio7,Inar985
Mario451,Unai650
Alain277,Nikole419
Ekain72,Mara662
Mario451,Jare108
Vera489,Libe379
Leire641,Gabriela839
Naroa178,Aitana761
Alejandro275,Nikole419
David613,Nikole419
Laida296,Elaia468
Eneko654,Aimar875
Vega908,Samuel571
Valeria385,Andrea292
Bruno164,Alex46
Mikel660,Iria263
Ander87,Martina726
Jare108,Adur493
Irene195,Daniel494
Sara0,Mateo247
Ander87,Samuel571
Irene195,Valentina401
Nora986,Ariane194
Eder956,Manex57
Valeria385,Laida597
Julia440,Eder280
Alain116,Elaia468
Naroa178,Inar985
Sofia905,Mikel660
Ainhoa919,Daniel494
Sofia48,Thiago995
Adrián177,June896
Marcos863,Naroa178
Liher153,Izar231
Manex57,Eder963
Amir106,Eder956
Nora550,Izan704
Valeria385,Mario890
Sare152,Santiago167
Libe461,Liher153
Libe461,Eneko654
Mario451,Mateo247
Eneko295,Maia798
Ibon365,Laida296
Oihan29,Eder963
Hugo931,Lander90
Aimar875,Izar231
Unai496,Leize83
Valentina401,Inar985
Alain277,Unai592
Chloe985,Unai650
Thiago995,Leize199
Nora582,Eder963
Jare108,Elene17
Mariam39,Santiago167
Mario890,Einar260
Lur17,Unax626
Mohamed938,Maddi135
Alejandro558,Paul641
Vega908,Samuel594
Amaia875,Alejandro692
Alvaro231,Nerea432
Miren719,Nora840
Elene17,Sofia48
Mohamed938,Eneko627
Samuel594,Maddi135
Mikel660,Samuel618
Bruno164,Alaia431
Laida621,Enzo979
Liher153,Thiago995
Ilargi203,Lander90
Unax899,Mara662
Imran423,Nikole419
Valentina401,Thiago995
Amir106,Lur17
Vega908,Garazi411
Vega640,June896
Julia440,Unax626
Hugo931,Thiago995
Nahia136,Sofia48
Eder956,Eneko627
Valentina401,Laida296
Valeria385,Ibon365
Alvaro231,Mariam39
Ekain72,Eneko858
Nerea432,Ariane194
Bruno164,Ariane194
Eneko975,Manex57
Carla533,Gabriela839
Naroa178,Gabriela839
Adrián177,Nora582
Eneko975,Gabriela839
Mario890,Maia798
Thiago157,Mateo247
Vega908,Mateo247
Imran423,Maia798
Inar259,Ariane194
Unai592,Adur493
Iria263,Manex57
Aitor125,Izar231
Peio64,Jare108
Anne439,Arhane766
Alejandro558,Elaia468
Jare108,Eneko627
Carla515,Vega502
Laida621,Nora492
Unai496,Leize199
Ainhoa919,Laida790
Leire801,Andrea292
Nikole861,Laida790
Aitana761,Eder280
Nerea432,Eneko858
Iria263,Samuel618
Bruno164,Leize199
Iria263,Einar260
Libe461,Vera489
Vera489,Aitana761
Marcos588,Lucía194
Vega908,Libe379
Xare691,Unai496
Nora550,Aitana761
Gael613,Leire641
Hugo931,Alejandro275
Irene195,Valeria385
Amir106,Amaia875
Alex46,Aimar926
Xare691,Aitor324
Nora582,Hugo931
Arhane646,Manex57
Nora986,Eneko858
Aimar926,Ander87
Carla515,Gabriela839
Arhane19,Kattalin804
Alvaro484,Thiago110
Thiago157,Leize83
Santiago167,Laida790
Iria263,Kattalin804
Aitor125,Vega502
Ainhoa919,Mateo247
Iria263,Izar231
Nikole419,Martina454
Valeria385,Leire641
Vera489,Maddi135
Marcos588,Elene17
Amir106,Hugo98
Xare691,Carla515
Ariane194,Santiago167
Mario890,Laida621
Alvaro484,Irene195
Nora582,Thiago253
Alex334,Ander87
Sara0,Fatima741
Amets627,Leire641
Thiago552,Luka862
Arhane766,Thiago995
Jule461,Leize83
Thiago552,Eder963
Inar985,Unax626
Nikole861,Leize199
Leire641,Einar260
Lucía194,Kattalin804
Carla515,Manex57
Hugo922,Nora582
Nora582,Ilargi203
Nora582,Manex969
Arhane766,Danel808
Alvaro231,Einar260
Sara0,Paul641
Gael613,Julia440
Amets627,Samuel594
Imran423,Sare152
Eder956,Lorea462
Sofia905,Aitana761
Unax899,Alejandro692
Arhane646,Gabriela839
Eneko654,Jare108
Bruno164,Paul641
Unai496,Vega502
Paul641,Martina726
Sofia905,Maddi135
Manex135,Inar985
Unax899,Marcos588
Eder280,Laida790
Anne439,Manex969
Marcos863,Aitana761
Arhane646,Elene17
Irene195,Alejandro558
Mario451,Laida621
Arhane646,Izar231
Alejandro558,Adur493
Ibon365,Laida597
Ander87,Garazi411
Ibon365,Marcos863
Nerea432,Laida790
Nikole861,Lara974
Mario451,Maia798
Luken592,Valentina401
Mario451,Vega447
Alvaro484,Vega447
Ekain72,Alain116
Arhane19,Izar231
Alain277,Thiago110
Aitor125,Samuel618
Bruno164,Valentina401
Alex46,Libe461
Mateo247,Eder280
Eneko295,Alejandro275
Irene195,Martina454
Samuel594,Leize83
Manex969,Ander87
Peio64,Gabriela839
Ibon365,Eki960
Enzo979,Nora840
Amaia875,Thiago253
Inar433,Inar985
David613,Inar985
Alain277,Garazi411
Marcos588,Aitor324
Arhane19,Elene17
Manex969,Alain277
Manex969,Unax626
Unax899,Lur17
Alaia431,Aimar926
Jare108,Naroa178
Eder956,Fatima741
Mikel377,Maddi135
Aitor125,June896
Marcos588,Sofia48
Marcos863,Inar259
Jule461,Eneko858
Nikole861,Alex46
Sare152,Unai650
Sofia905,Leire641
Vega908,Izan704
Leize83,Alain116
David613,Asier281
Carla515,Kattalin804
Aitor125,Gabriela839
Nikole861,Alejandro275
Luken592,Paul641
Santiago167,Eneko858
Libe461,Nora550
Mariam39,Nikole419
Carla533,Ilargi203
Leire641,Marcos863
Unax899,Vega502
Bruno164,Anne389
Nikole861,David613
Ainhoa919,Martina454
Arhane19,Martina726
Thiago157,Andrea292
Eder956,Sare152
Fatima741,Samuel618
Alejandro275,Inar985
Peio64,Aitana761
Alejandro692,Laida790
Irene195,Laida790
Unai650,Lara974
Mohamed938,Gabriela839
Lara974,Leize83
Ekain72,Iria263
Anne439,Manex57
Eneko654,Elaia468
Amir106,Peio64
Vega908,Einar260
Ilargi203,Xare691
Imran423,Aitor125
Mario890,Lorea462
Kattalin804,Martina454
Amaia875,Unai650
Sare152,Eder963
David613,Alex334
Vega640,Mara662
Adur493,Eneko858
Amets627,Mara662
Mikel377,Alejandro275
Hugo98,Unax626
Inar433,Ibon365
Laida597,Luka862
Alejandro558,Marcos588
Mario890,Leize83
Andrea292,Inar259
Hugo931,Xare691
Thiago253,Miren719
Aitor125,Elene17
Ibon365,Einar260
Alain277,Sare152
Amaia875,Carla533
Hugo922,Carla515
Valeria385,Thiago995
Lucía194,Vega502
Mario451,Lorea462
Hugo922,Arhane19
Eder956,Lara974
Jon394,Danel808
Jule461,Inar259
Elene17,Lur17
Hugo931,Thiago110
Andrea292,Liher153
Vega908,Julia440
Chloe985,Miren719
Nora492,Leize83
Vega640,Leize199
Hugo931,Anne389
Bruno164,Carla515
Anne439,Nahia136
Mateo247,Martina726
Alaia431,Maia798
David613,Aimar926
Mariam39,Ariane194
Einar260,Manex135
Peio7,Martina726
Lander90,Lur17
Manex135,Hugo98
Ilargi203,Thiago110
Daniel494,Julia440
David613,Nerea432
Vega908,Thiago110
Alaia431,Thiago110
Vega908,Eki960
Sare152,Eneko295
Thiago995,Luka862
Aimar875,Eder280
Thiago552,Arhane766
Daniel494,Jare108
Leire641,Inar985
Aitor125,Mikel660
Nikole861,Eneko858
Thiago110,Martina454
Anne439,Kattalin804
Hugo922,Irene195
Julia440,Lur17
Alejandro558,Thiago552
Naroa178,Maia798
Sofia905,Elaia468
Maddi135,Eder280
Mikel377,Lara974
Hugo931,Ariane194
Chloe985,Alain277
Jare108,Martina454
Adrián177,Amaia875
Imran423,Fatima741
Ainhoa919,Arhane19
Leire801,Alex46
Marcos863,Elaia468
Jule461,Miren719
Mario451,Libe379
Amaia875,Aitor324
Alejandro692,Enzo979
Irene195,Hugo931
Aitor125,Ariane194
Ander87,Elene17
Valentina401,Aitor324
Bruno164,Laida790
Irene195,Elene17
Amir106,Arhane19
Alaia431,Alain277
Manex135,Izan704
Manex135,Eneko627
Carla533,June896
Julia440,Eki960
Mikel377,Enzo979
Amets627,Jon394
Jon394,Thiago110
Alejandro558,Thiago110
Thiago995,Eder963
Nora986,Mario890
Alaia431,Danel808
Arhane766,Maia798
Unax899,Laida296
Amets627,Iria263
Thiago552,Martina454
Irene195,Maddi135
Gael613,Iria263
Nora582,Adur493
Jule461,Thiago253
Jare108,Mara662
Nahia136,Iria263
Ilargi203,Marcos588
Peio7,Hugo98
Naroa178,Einar260
Nora582,Elene17
Alvaro231,David613
Ilargi203,Vega502
Libe461,Inar259
Hugo922,Vega502
Valeria385,Manex57
Alvaro484,Fatima741
Hugo931,Marcos588
Unai496,Laida790
Nikole861,Vega447
Mara662,Elaia468
Manex57,Alain116
Marcos588,Laida296
Fatima741,Samuel571
Nora492,Lorea462
Nikole419,Eneko975
Naroa178,Elaia468
Sofia48,Samuel618
Alejandro692,Maddi135
Vega502,Martina454
Vega640,Alain277
Julia440,Einar260
Amets627,Eneko654
Vega908,Thiago157
Asier281,Aitana761
Chloe985,Thiago253
Lur17,Oihan29
Vega908,Amets627
Hugo922,Alain277
Arhane19,Gabriela839
David613,Arhane646
Eneko627,Alain116
Thiago253,Liher153
Fatima741,Izar231
Mara662,Gabriela839
Vega908,Izar231
Sofia48,Kattalin804
Peio7,Aitor324
Adrián177,Unax626
Eder956,Elaia468
Mikel377,Jule461
Nora986,Alex46
Thiago157,Marcos863
Samuel594,Maia798
Nora986,Andrea292
Daniel494,Manex135
Hugo922,Carla533
Eneko654,Thiago157
Alex46,Unai496
Aitor125,Nikole419
Jon394,Maia798
June896,Samuel618
Unax899,Xare691
Mohamed938,Libe379
Iria263,Samuel571
Alain277,Lorea462
Inar433,Nerea432
Sare152,Mara662
Alvaro484,Danel808
Adur493,Oihan29
Gabriela839,Alain116
Eder963,Elaia468
Laida597,Marcos863
Aimar875,Eneko295
Mara662,Einar260
Aitor324,Carla515
Iria263,Martina726
Alain277,Alejandro275
Arhane646,Nora840
Ander87,Nikole419
Anne439,Aimar875
Alejandro558,Vega502
Laida621,Fatima741
Samuel594,Libe379
